,title,name,rating,rental_duration,rental_rate,length,replacement_cost,special_features,rental_date
787,Noon Papi,Children,G,5,2.99,57,12.99,['Behind the Scenes'],2005-05-29 16:19:29
788,Frost Head,Classics,PG,5,0.99,82,13.99,"['Trailers', 'Deleted Scenes']",2005-05-29 16:30:42
789,Newton Labyrinth,Foreign,PG,4,0.99,75,9.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-29 16:32:10
790,Boiled Dares,Travel,PG,7,4.99,102,13.99,"['Trailers', 'Commentaries']",2005-05-29 16:44:08
791,Horror Reign,Travel,R,3,0.99,139,25.99,"['Deleted Scenes', 'Behind the Scenes']",2005-05-29 16:44:11
792,Chainsaw Uptown,Sci-Fi,PG,6,0.99,114,25.99,"['Deleted Scenes', 'Behind the Scenes']",2005-05-29 16:57:39
793,Monster Spartacus,Music,PG,6,2.99,107,28.99,"['Commentaries', 'Behind the Scenes']",2005-05-29 16:59:44
794,Fireball Philadelphia,Comedy,PG,4,0.99,148,25.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-29 17:12:17
795,Double Wrath,Animation,R,4,0.99,177,28.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-05-29 17:23:43
796,Graffiti Love,Sci-Fi,PG,3,0.99,117,29.99,"['Trailers', 'Deleted Scenes']",2005-05-29 17:24:48
797,Bride Intrigue,Action,G,7,0.99,56,24.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-29 17:28:12
798,Gilmore Boiled,Classics,R,5,0.99,163,29.99,"['Trailers', 'Behind the Scenes']",2005-05-29 17:35:50
799,Coneheads Smoochy,Drama,NC-17,7,4.99,112,12.99,"['Deleted Scenes', 'Behind the Scenes']",2005-05-29 17:38:59
800,Garden Island,Sci-Fi,G,3,4.99,80,21.99,"['Trailers', 'Behind the Scenes']",2005-05-29 17:52:30
801,Stranger Strangers,Children,G,3,4.99,139,12.99,"['Commentaries', 'Deleted Scenes']",2005-05-29 18:10:24
802,Polish Brooklyn,Children,PG,6,0.99,61,12.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-29 18:18:18
803,Lies Treatment,Drama,NC-17,7,4.99,147,28.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-29 18:31:30
804,Jade Bunch,Sports,NC-17,6,2.99,174,21.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-29 18:50:50
805,Hobbit Alien,Drama,PG-13,5,0.99,157,27.99,['Commentaries'],2005-05-29 19:08:20
806,Indian Love,Family,NC-17,4,0.99,135,26.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-29 19:10:20
807,Maltese Hope,Games,PG-13,6,4.99,127,26.99,['Behind the Scenes'],2005-05-29 19:12:04
808,Wedding Apollo,Documentary,PG,3,0.99,70,14.99,['Trailers'],2005-05-29 19:30:42
809,Dorado Notting,Music,NC-17,5,4.99,139,26.99,['Commentaries'],2005-05-29 20:00:30
810,Wyoming Storm,New,PG-13,6,4.99,100,29.99,['Deleted Scenes'],2005-05-29 20:14:34
811,Gables Metropolis,Family,PG,3,0.99,161,17.99,"['Trailers', 'Commentaries']",2005-05-29 20:16:12
812,Soup Wisdom,Family,R,6,0.99,169,12.99,['Behind the Scenes'],2005-05-29 20:24:28
813,Charade Duffel,Sci-Fi,PG,3,2.99,66,21.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-05-29 20:26:39
814,Artist Coldblooded,Sports,NC-17,5,2.99,170,10.99,"['Trailers', 'Behind the Scenes']",2005-05-29 20:39:14
815,Titans Jerk,Sci-Fi,PG,4,4.99,91,11.99,['Behind the Scenes'],2005-05-29 20:47:53
816,Chance Resurrection,Sports,R,3,2.99,70,22.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-29 21:00:32
817,Meet Chocolate,Foreign,G,3,2.99,80,26.99,['Trailers'],2005-05-29 21:07:22
818,Roman Punk,Music,NC-17,7,0.99,81,28.99,['Trailers'],2005-05-29 21:31:12
819,Million Ace,Classics,PG-13,4,4.99,142,16.99,['Deleted Scenes'],2005-05-29 21:36:00
820,Range Moonwalker,Family,PG,3,4.99,147,25.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-29 21:39:37
821,Scorpion Apollo,Drama,NC-17,3,4.99,137,23.99,"['Commentaries', 'Deleted Scenes']",2005-05-29 21:45:32
822,Cleopatra Devil,New,PG-13,6,0.99,150,26.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-05-29 21:49:41
823,Juggler Hardly,Animation,PG-13,4,0.99,54,14.99,"['Trailers', 'Commentaries']",2005-05-29 21:56:15
824,Alaska Phantom,Music,PG,6,0.99,136,22.99,"['Commentaries', 'Deleted Scenes']",2005-05-29 21:58:43
825,Lucky Flying,Music,PG-13,7,2.99,97,10.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-29 22:14:55
826,Goldmine Tycoon,Sci-Fi,R,6,0.99,153,20.99,"['Trailers', 'Behind the Scenes']",2005-05-29 22:16:42
827,Salute Apollo,New,R,4,2.99,73,29.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-29 22:43:55
828,Strangers Graffiti,Horror,R,4,4.99,119,22.99,"['Trailers', 'Behind the Scenes']",2005-05-29 22:50:25
829,Fantasy Troopers,Action,PG-13,6,0.99,58,27.99,['Behind the Scenes'],2005-05-29 22:51:20
830,Open African,Sci-Fi,PG,7,4.99,131,16.99,"['Trailers', 'Commentaries']",2005-05-29 23:21:56
831,Show Lord,Documentary,PG-13,3,4.99,167,24.99,['Deleted Scenes'],2005-05-29 23:24:30
832,Berets Agent,Action,PG-13,5,2.99,77,24.99,['Deleted Scenes'],2005-05-29 23:37:00
833,Pond Seattle,Animation,PG-13,7,2.99,185,25.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-29 23:56:42
834,Deceiver Betrayed,Drama,NC-17,7,0.99,122,22.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 00:02:08
835,Noon Papi,Children,G,5,2.99,57,12.99,['Behind the Scenes'],2005-05-30 00:27:57
836,Heavenly Gun,Music,NC-17,5,4.99,49,13.99,['Behind the Scenes'],2005-05-30 00:28:12
837,Temple Attraction,Horror,PG,5,4.99,71,13.99,"['Commentaries', 'Deleted Scenes']",2005-05-30 00:28:41
838,Videotape Arsenic,Games,NC-17,4,4.99,145,10.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 00:31:17
839,Labyrinth League,Children,PG-13,6,2.99,46,24.99,"['Commentaries', 'Behind the Scenes']",2005-05-30 00:32:04
840,Jedi Beneath,Family,PG,7,0.99,128,12.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 00:44:24
841,Candles Grapes,Games,NC-17,6,4.99,135,15.99,"['Trailers', 'Deleted Scenes']",2005-05-30 00:58:20
842,Hours Rage,New,NC-17,4,0.99,122,14.99,"['Trailers', 'Deleted Scenes']",2005-05-30 01:17:25
843,Dares Pluto,Animation,PG-13,7,2.99,89,16.99,"['Commentaries', 'Behind the Scenes']",2005-05-30 01:17:45
844,Wardrobe Phantom,Drama,G,6,2.99,178,19.99,"['Trailers', 'Commentaries']",2005-05-30 01:18:15
845,Falcon Volume,Animation,PG-13,5,4.99,102,21.99,"['Commentaries', 'Behind the Scenes']",2005-05-30 01:19:53
846,Lonely Elephant,Comedy,G,3,2.99,67,12.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 01:23:07
847,Lies Treatment,Drama,NC-17,7,4.99,147,28.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 01:35:12
848,Music Boondock,Family,R,7,0.99,129,17.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-30 01:35:15
849,Ghost Groundhog,Children,G,6,4.99,85,18.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 01:36:57
850,Sleuth Orient,Games,NC-17,4,0.99,87,25.99,"['Deleted Scenes', 'Behind the Scenes']",2005-05-30 01:43:31
851,Dalmations Sweden,Drama,PG,4,0.99,106,25.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 01:56:11
852,Mallrats United,Comedy,PG,4,0.99,133,25.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 02:00:28
853,Sunrise League,Animation,PG-13,3,4.99,135,19.99,['Behind the Scenes'],2005-05-30 02:01:21
854,Massacre Usual,Games,R,6,4.99,165,16.99,['Commentaries'],2005-05-30 02:01:23
855,Elizabeth Shane,Sports,NC-17,7,4.99,152,11.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 02:10:32
856,Patton Interview,Horror,PG,4,2.99,175,22.99,['Commentaries'],2005-05-30 02:36:20
857,Casualties Encino,Action,G,3,4.99,179,16.99,['Trailers'],2005-05-30 02:45:16
858,Smoking Barbarella,Documentary,PG-13,7,0.99,50,13.99,['Behind the Scenes'],2005-05-30 02:48:32
859,Dwarfs Alter,Games,G,6,2.99,101,13.99,"['Commentaries', 'Deleted Scenes']",2005-05-30 03:09:11
860,Sweden Shining,Comedy,PG,6,4.99,176,19.99,"['Deleted Scenes', 'Behind the Scenes']",2005-05-30 03:14:59
861,Muscle Bright,Travel,G,7,2.99,185,23.99,['Deleted Scenes'],2005-05-30 03:27:17
862,Princess Giant,Documentary,NC-17,3,2.99,71,29.99,"['Trailers', 'Deleted Scenes']",2005-05-30 03:39:44
863,Northwest Polish,Sports,PG,5,2.99,172,24.99,['Trailers'],2005-05-30 03:43:54
864,Roots Remember,Classics,PG-13,4,0.99,89,23.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 03:54:43
865,Ship Wonderland,Documentary,R,5,2.99,104,15.99,['Commentaries'],2005-05-30 04:19:55
866,Roses Treasure,Sports,PG-13,5,4.99,162,23.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 04:22:06
867,Operation Operation,Comedy,G,7,2.99,156,23.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 04:25:47
868,Zoolander Fiction,Children,R,5,2.99,101,28.99,"['Trailers', 'Deleted Scenes']",2005-05-30 05:01:30
869,Strangelove Desire,Children,NC-17,4,0.99,103,27.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 05:03:04
870,Zhivago Core,Horror,NC-17,6,0.99,105,10.99,['Deleted Scenes'],2005-05-30 05:15:20
871,Blade Polish,Drama,PG-13,5,0.99,114,10.99,"['Trailers', 'Behind the Scenes']",2005-05-30 05:36:21
872,Fidelity Devil,Horror,G,5,4.99,118,11.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 05:38:24
873,Flatliners Killer,Sports,G,5,2.99,100,29.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 05:41:22
874,Cruelty Unforgiven,Classics,G,7,0.99,69,29.99,"['Deleted Scenes', 'Behind the Scenes']",2005-05-30 05:48:59
875,Uptown Young,Children,PG,5,2.99,84,16.99,['Commentaries'],2005-05-30 05:49:13
876,Talented Homicide,Sports,PG,6,0.99,173,9.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 05:49:42
877,Handicap Boondock,Action,R,4,0.99,108,28.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 06:12:33
878,Center Dinosaur,Classics,PG,5,4.99,152,12.99,['Deleted Scenes'],2005-05-30 06:15:36
879,Star Operation,Sports,PG,5,2.99,181,9.99,['Commentaries'],2005-05-30 06:16:06
880,Jumping Wrath,Children,NC-17,4,0.99,74,18.99,"['Commentaries', 'Behind the Scenes']",2005-05-30 06:21:05
881,Ties Hunger,Children,R,3,4.99,111,28.99,['Deleted Scenes'],2005-05-30 06:41:32
882,Cheaper Clyde,Sci-Fi,G,6,0.99,87,23.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-30 06:54:28
883,Volcano Texas,Games,NC-17,6,0.99,157,27.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 06:54:51
884,Mosquito Armageddon,Sports,G,6,0.99,57,22.99,['Trailers'],2005-05-30 07:10:00
885,Boogie Amelie,Music,R,6,4.99,121,11.99,"['Commentaries', 'Behind the Scenes']",2005-05-30 07:13:14
886,Enough Raging,Travel,NC-17,7,2.99,158,16.99,['Commentaries'],2005-05-30 07:14:53
887,Flamingos Connecticut,New,PG-13,4,4.99,80,28.99,['Trailers'],2005-05-30 07:43:04
888,Metropolis Coma,Sci-Fi,PG-13,4,2.99,64,9.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-30 07:43:12
889,Bucket Brotherhood,Travel,PG,7,4.99,133,27.99,"['Commentaries', 'Deleted Scenes']",2005-05-30 08:02:56
890,Rear Trading,Action,NC-17,6,0.99,97,23.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 08:06:59
891,Downhill Enough,Comedy,G,3,0.99,47,19.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 08:31:31
892,Mourning Purple,Sci-Fi,PG,5,0.99,146,14.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 08:50:43
893,Neighbors Charade,Sports,R,3,0.99,161,20.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 09:03:52
894,Expecations Natural,Travel,PG-13,5,4.99,138,26.99,['Deleted Scenes'],2005-05-30 09:10:01
895,Savannah Town,Drama,PG-13,5,0.99,84,25.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 09:26:19
896,Dorado Notting,Music,NC-17,5,4.99,139,26.99,['Commentaries'],2005-05-30 09:29:30
897,Seattle Expecations,Drama,PG-13,4,4.99,110,18.99,['Trailers'],2005-05-30 09:38:41
898,Color Philadelphia,Classics,G,6,2.99,149,19.99,"['Commentaries', 'Behind the Scenes']",2005-05-30 09:40:40
899,Forward Temple,Games,NC-17,6,2.99,90,25.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-30 09:53:36
900,Lonely Elephant,Comedy,G,3,2.99,67,12.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 10:11:29
901,Luck Opus,Drama,NC-17,7,2.99,152,21.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-30 10:19:42
902,Wait Cider,Animation,PG-13,3,0.99,112,9.99,['Trailers'],2005-05-30 10:25:00
903,Haunting Pianist,Games,R,5,0.99,181,22.99,['Behind the Scenes'],2005-05-30 10:30:38
904,Ridgemont Submarine,New,PG-13,3,0.99,46,28.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 10:37:27
905,Werewolf Lola,Action,G,6,4.99,79,19.99,"['Trailers', 'Behind the Scenes']",2005-05-30 10:38:37
906,Spice Sorority,Drama,NC-17,5,4.99,141,22.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 10:43:38
907,Metal Armageddon,Documentary,PG-13,6,2.99,161,26.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 10:46:16
908,Fellowship Autumn,Travel,NC-17,6,4.99,77,9.99,"['Deleted Scenes', 'Behind the Scenes']",2005-05-30 10:50:22
909,Punk Divorce,Animation,PG,6,4.99,100,18.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 10:58:33
910,Queen Luke,Drama,PG,5,4.99,163,22.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 11:04:58
911,Fatal Haunted,New,PG,6,2.99,91,24.99,"['Trailers', 'Behind the Scenes']",2005-05-30 11:06:00
912,Haunting Pianist,Games,R,5,0.99,181,22.99,['Behind the Scenes'],2005-05-30 11:20:27
913,English Bulworth,Sci-Fi,PG-13,3,0.99,51,18.99,['Deleted Scenes'],2005-05-30 11:25:01
914,Shrek License,Foreign,PG-13,7,2.99,154,15.99,['Commentaries'],2005-05-30 11:27:06
915,Connection Microcosmos,Comedy,G,6,0.99,115,25.99,"['Deleted Scenes', 'Behind the Scenes']",2005-05-30 11:32:24
916,Tenenbaums Command,Drama,PG-13,4,0.99,99,24.99,"['Trailers', 'Commentaries']",2005-05-30 11:35:06
917,Stepmom Dream,Foreign,NC-17,7,4.99,48,9.99,"['Deleted Scenes', 'Behind the Scenes']",2005-05-30 11:44:01
918,Hanky October,Sci-Fi,NC-17,5,2.99,107,26.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 11:53:09
919,Lost Bird,Foreign,PG-13,4,2.99,98,21.99,['Deleted Scenes'],2005-05-30 11:55:55
920,Heaven Freedom,Comedy,PG,7,2.99,48,19.99,['Commentaries'],2005-05-30 11:58:50
921,Reign Gentlemen,Sci-Fi,PG-13,3,2.99,82,29.99,"['Deleted Scenes', 'Behind the Scenes']",2005-05-30 12:10:59
922,Pure Runner,Comedy,NC-17,3,2.99,121,25.99,"['Trailers', 'Deleted Scenes']",2005-05-30 12:13:52
923,Vietnam Smoochy,Drama,PG-13,7,0.99,174,27.99,"['Deleted Scenes', 'Behind the Scenes']",2005-05-30 12:15:54
924,Driving Polish,Music,NC-17,6,4.99,175,21.99,"['Trailers', 'Deleted Scenes']",2005-05-30 12:16:40
925,Barbarella Streetcar,Sci-Fi,G,6,2.99,65,27.99,['Behind the Scenes'],2005-05-30 12:27:14
926,Vanishing Rocky,Music,NC-17,3,2.99,123,21.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-30 12:32:39
927,Network Peak,Family,PG-13,5,2.99,75,23.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 12:44:57
928,Room Roman,Animation,PG,7,0.99,60,27.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 12:53:01
929,Clones Pinocchio,Music,R,6,2.99,124,16.99,['Behind the Scenes'],2005-05-30 12:55:36
930,Sleeping Suspects,Horror,PG-13,7,4.99,129,13.99,"['Trailers', 'Commentaries']",2005-05-30 13:08:45
931,Shepherd Midsummer,Children,R,7,0.99,113,14.99,['Deleted Scenes'],2005-05-30 13:24:46
932,Lolita World,Family,NC-17,4,2.99,155,25.99,"['Trailers', 'Deleted Scenes']",2005-05-30 13:29:36
933,Curtain Videotape,Games,PG-13,7,0.99,133,27.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 13:52:49
934,Disturbing Scarface,Sci-Fi,R,6,2.99,94,27.99,"['Trailers', 'Behind the Scenes']",2005-05-30 14:47:31
935,Forward Temple,Games,NC-17,6,2.99,90,25.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-30 14:47:31
936,Everyone Craft,Foreign,PG,4,0.99,163,29.99,"['Trailers', 'Commentaries']",2005-05-30 14:49:34
937,Ending Crowds,New,NC-17,6,0.99,85,10.99,"['Commentaries', 'Behind the Scenes']",2005-05-30 15:01:02
938,Shrek License,Foreign,PG-13,7,2.99,154,15.99,['Commentaries'],2005-05-30 15:02:25
939,Valentine Vanishing,Travel,PG-13,7,0.99,48,9.99,"['Trailers', 'Behind the Scenes']",2005-05-30 15:05:47
940,Soldiers Evolution,Sci-Fi,R,7,4.99,185,27.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 15:20:19
941,Apache Divine,Family,NC-17,5,4.99,92,16.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 15:26:24
942,Finding Anaconda,Family,R,4,0.99,156,10.99,"['Trailers', 'Commentaries']",2005-05-30 15:33:17
943,Empire Malkovich,Children,G,7,0.99,177,26.99,['Deleted Scenes'],2005-05-30 15:35:08
944,Witches Panic,Drama,NC-17,6,4.99,100,10.99,"['Commentaries', 'Behind the Scenes']",2005-05-30 15:36:57
945,Cat Coneheads,Comedy,G,5,4.99,112,14.99,"['Commentaries', 'Deleted Scenes']",2005-05-30 15:44:27
946,Jason Trap,Family,NC-17,5,2.99,130,9.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 15:50:39
947,Butterfly Chocolat,New,G,3,0.99,89,17.99,['Behind the Scenes'],2005-05-30 16:06:08
948,Fatal Haunted,New,PG,6,2.99,91,24.99,"['Trailers', 'Behind the Scenes']",2005-05-30 16:10:35
949,Wardrobe Phantom,Drama,G,6,2.99,178,19.99,"['Trailers', 'Commentaries']",2005-05-30 16:28:07
950,Jade Bunch,Sports,NC-17,6,2.99,174,21.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-30 16:34:02
951,Effect Gladiator,Family,PG,6,0.99,107,14.99,['Commentaries'],2005-05-30 16:57:29
952,Towers Hurricane,Classics,NC-17,7,0.99,144,14.99,"['Commentaries', 'Behind the Scenes']",2005-05-30 16:59:03
953,Cheaper Clyde,Sci-Fi,G,6,0.99,87,23.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-30 17:30:28
954,Werewolf Lola,Action,G,6,4.99,79,19.99,"['Trailers', 'Behind the Scenes']",2005-05-30 17:53:29
955,Caper Motions,Comedy,G,6,0.99,176,22.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 17:58:03
956,Pity Bound,Drama,NC-17,5,4.99,60,19.99,['Commentaries'],2005-05-30 18:07:00
957,Honey Ties,Sports,R,3,0.99,84,29.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 18:13:23
958,Requiem Tycoon,Classics,R,6,4.99,167,25.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-30 18:16:44
959,Working Microcosmos,Travel,R,4,4.99,74,22.99,"['Commentaries', 'Deleted Scenes']",2005-05-30 18:45:17
960,Hills Neighbors,Action,G,5,0.99,93,29.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 18:52:53
961,Chicken Hellfighters,Documentary,PG,3,0.99,122,24.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 18:53:21
962,Rocketeer Mother,Foreign,PG-13,3,0.99,178,27.99,"['Deleted Scenes', 'Behind the Scenes']",2005-05-30 19:00:14
963,English Bulworth,Sci-Fi,PG-13,3,0.99,51,18.99,['Deleted Scenes'],2005-05-30 19:00:37
964,Home Pity,Music,R,7,4.99,185,15.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-30 19:12:06
965,Anaconda Confessions,Animation,R,3,0.99,92,9.99,"['Trailers', 'Deleted Scenes']",2005-05-30 19:20:03
966,Bright Encounters,Drama,PG-13,4,4.99,73,12.99,['Trailers'],2005-05-30 19:23:48
967,Forward Temple,Games,NC-17,6,2.99,90,25.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-30 19:50:28
968,Opposite Necklace,Family,PG,7,4.99,92,9.99,['Deleted Scenes'],2005-05-30 20:10:52
969,Academy Dinosaur,Documentary,PG,6,0.99,86,20.99,"['Deleted Scenes', 'Behind the Scenes']",2005-05-30 20:21:07
970,Highball Potter,Foreign,R,6,0.99,110,10.99,['Deleted Scenes'],2005-05-30 20:27:45
971,Midnight Westward,Action,G,3,0.99,86,19.99,"['Trailers', 'Deleted Scenes']",2005-05-30 20:28:42
972,Pity Bound,Drama,NC-17,5,4.99,60,19.99,['Commentaries'],2005-05-30 21:07:15
973,Kick Savannah,Travel,PG-13,3,0.99,179,10.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-05-30 21:11:19
974,Hunting Musketeers,Family,NC-17,6,2.99,65,24.99,"['Trailers', 'Deleted Scenes']",2005-05-30 21:22:26
975,Boulevard Mob,New,R,3,0.99,63,11.99,['Trailers'],2005-05-30 21:30:52
976,Streak Ridgemont,Documentary,PG-13,7,0.99,132,28.99,"['Trailers', 'Behind the Scenes']",2005-05-30 21:37:11
977,Tramp Others,Comedy,PG,4,0.99,171,27.99,['Deleted Scenes'],2005-05-30 21:45:19
978,Opus Ice,Foreign,R,5,4.99,102,21.99,"['Commentaries', 'Deleted Scenes']",2005-05-30 21:52:42
979,Secrets Paradise,Family,G,3,4.99,109,24.99,"['Trailers', 'Commentaries']",2005-05-30 22:15:24
980,Alaska Phantom,Music,PG,6,0.99,136,22.99,"['Commentaries', 'Deleted Scenes']",2005-05-30 22:15:51
981,Kissing Dolls,Action,R,3,4.99,141,9.99,['Trailers'],2005-05-30 22:17:17
982,Gables Metropolis,Family,PG,3,0.99,161,17.99,"['Trailers', 'Commentaries']",2005-05-30 22:18:35
983,Telemark Heartbreakers,Animation,PG-13,6,2.99,152,9.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 22:22:52
984,Boogie Amelie,Music,R,6,4.99,121,11.99,"['Commentaries', 'Behind the Scenes']",2005-05-30 22:59:12
985,Family Sweet,Horror,R,4,0.99,155,24.99,['Trailers'],2005-05-30 23:08:03
986,Wardrobe Phantom,Drama,G,6,2.99,178,19.99,"['Trailers', 'Commentaries']",2005-05-30 23:11:51
987,Translation Summer,Drama,PG-13,4,0.99,168,10.99,['Trailers'],2005-05-30 23:25:14
988,North Tequila,Documentary,NC-17,4,4.99,67,9.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-05-30 23:29:22
989,Shakespeare Saddle,Sports,PG-13,6,2.99,60,26.99,"['Commentaries', 'Behind the Scenes']",2005-05-30 23:47:56
990,Igby Maker,Travel,NC-17,7,4.99,160,12.99,"['Trailers', 'Behind the Scenes']",2005-05-30 23:54:19
991,Name Detective,Games,PG-13,5,4.99,178,11.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-05-30 23:55:36
992,Affair Prejudice,Horror,G,5,2.99,117,26.99,"['Commentaries', 'Behind the Scenes']",2005-05-31 00:06:02
993,Idols Snatchers,Children,NC-17,5,2.99,84,29.99,['Trailers'],2005-05-31 00:06:20
994,Undefeated Dalmations,Horror,PG-13,7,4.99,107,22.99,['Commentaries'],2005-05-31 00:08:25
